tasks_completed,average_score,average_teacher_score,average_model_score,time_spent,avg_attempts,late_submissions,efficiency_per_minute,correct_ratio,teacher_model_gap,late_ratio,final_efficiency_score
17,0.67,0.62,0.73,313,1.5,3,0.00214,0.4467,0.11,0.1765,8.82
14,0.79,0.58,0.93,363,1.52,1,0.00218,0.5197,0.35,0.0714,9.02
9,0.78,0.53,0.54,439,2.9,2,0.00178,0.269,0.01,0.2222,6.83
14,0.78,0.75,0.63,189,1.44,0,0.00413,0.5417,0.12,0.0,9.95
1,0.58,0.81,0.34,655,2.61,2,0.00089,0.2222,0.47,2.0,5.8
19,0.68,0.83,0.58,335,1.78,1,0.00203,0.382,0.25,0.0526,9.0
13,0.66,0.59,0.67,758,1.0,2,0.00087,0.66,0.08,0.1538,8.63
13,0.74,0.75,0.41,617,1.59,0,0.0012,0.4654,0.34,0.0,9.17
4,0.73,0.68,0.64,958,1.42,1,0.00076,0.5141,0.04,0.25,7.97
1,0.72,0.58,0.4,242,1.0,1,0.00298,0.72,0.18,1.0,7.63
17,0.95,0.74,0.66,327,1.75,3,0.00291,0.5429,0.08,0.1765,9.32
8,0.67,0.58,0.87,867,1.52,1,0.00077,0.4408,0.29,0.125,7.67
2,0.66,0.6,0.69,381,1.89,0,0.00173,0.3492,0.09,0.0,7.15
8,0.58,0.48,0.95,571,1.64,3,0.00102,0.3537,0.47,0.375,7.52
7,0.55,0.59,0.82,671,1.04,0,0.00082,0.5288,0.23,0.0,8.39
2,0.58,0.68,0.9,137,2.04,0,0.00423,0.2843,0.22,0.0,8.23
3,0.63,0.84,0.59,843,1.06,2,0.00075,0.5943,0.25,0.6667,8.29
18,0.83,0.61,0.58,398,1.0,1,0.00209,0.83,0.03,0.0556,10.0
12,0.7,0.53,0.75,733,1.59,0,0.00095,0.4403,0.22,0.0,9.67
1,0.72,0.83,0.46,615,1.11,0,0.00117,0.6486,0.37,0.0,8.18
12,0.69,0.59,0.77,568,1.77,1,0.00121,0.3898,0.18,0.0833,8.9
5,0.74,0.44,0.65,297,2.9,1,0.00249,0.2552,0.21,0.2,6.71
17,0.84,0.67,0.9,193,2.92,3,0.00435,0.2877,0.23,0.1765,9.45
16,0.5,0.61,0.8,251,1.38,1,0.00199,0.3623,0.19,0.0625,9.69
15,0.82,0.93,0.86,415,1.0,2,0.00198,0.82,0.07,0.1333,10.0
15,0.45,0.71,0.59,337,1.91,0,0.00134,0.2356,0.12,0.0,8.67
5,0.7,0.63,0.86,77,1.24,2,0.00909,0.5645,0.23,0.4,8.77
14,0.92,0.54,0.92,583,1.77,1,0.00158,0.5198,0.38,0.0714,9.37
2,0.77,0.69,0.69,239,1.04,0,0.00322,0.7404,0.0,0.0,8.62
11,0.74,0.82,0.59,182,1.68,1,0.00407,0.4405,0.23,0.0909,9.12
19,0.9,0.69,0.59,305,1.0,2,0.00295,0.9,0.1,0.1053,10.0
7,0.63,0.55,0.89,793,2.33,1,0.00079,0.2704,0.34,0.1429,7.74
6,0.74,0.71,1.0,432,1.09,1,0.00171,0.6789,0.29,0.1667,8.84
2,0.76,0.64,0.55,110,1.96,1,0.00691,0.3878,0.09,0.5,6.79
6,0.65,0.7,0.54,130,1.0,1,0.005,0.65,0.16,0.1667,8.48
18,0.66,0.61,0.84,539,2.05,0,0.00122,0.322,0.23,0.0,9.75
2,0.65,0.6,0.59,619,1.0,1,0.00105,0.65,0.01,0.5,7.91
18,0.71,0.6,0.85,78,1.68,1,0.0091,0.4226,0.25,0.0556,10.0
15,0.75,0.76,0.77,833,2.22,1,0.0009,0.3378,0.01,0.0667,8.87
19,0.71,0.61,0.7,143,1.36,1,0.00497,0.5221,0.09,0.0526,9.25
2,0.77,0.59,0.77,214,1.0,1,0.0036,0.77,0.18,0.5,8.46
20,0.5,0.54,0.76,624,1.85,2,0.0008,0.2703,0.22,0.1,8.48
6,0.68,0.7,0.67,678,1.0,1,0.001,0.68,0.03,0.1667,9.05
1,0.6,0.69,0.44,416,1.22,1,0.00144,0.4918,0.25,1.0,7.02
15,0.73,0.6,0.73,875,1.69,2,0.00083,0.432,0.13,0.1333,9.32
10,0.73,0.56,0.94,706,2.45,1,0.00103,0.298,0.38,0.1,8.98
19,0.69,0.88,0.46,502,1.52,1,0.00137,0.4539,0.42,0.0526,9.33
17,0.75,0.42,0.56,128,1.52,1,0.00586,0.4934,0.14,0.0588,9.42
5,0.8,0.71,0.76,582,2.02,0,0.00137,0.396,0.05,0.0,8.16
4,0.69,0.8,0.71,202,1.54,0,0.00342,0.4481,0.09,0.0,9.01
10,0.59,0.24,0.76,251,1.94,0,0.00235,0.3041,0.52,0.0,8.06
17,0.54,0.75,0.6,446,2.25,0,0.00121,0.24,0.15,0.0,9.13
10,0.7,0.62,0.87,437,1.27,3,0.0016,0.5512,0.25,0.3,8.38
17,0.72,0.68,0.71,640,1.0,0,0.00112,0.72,0.03,0.0,9.1
20,0.6,0.61,0.8,594,1.0,1,0.00101,0.6,0.19,0.05,9.62
5,0.77,0.78,0.75,752,2.35,2,0.00102,0.3277,0.03,0.4,7.55
2,0.65,0.69,0.73,352,1.48,1,0.00185,0.4392,0.04,0.5,7.53
6,0.53,0.67,0.79,68,1.26,1,0.00779,0.4206,0.12,0.1667,8.23
2,0.83,0.54,0.73,330,2.32,0,0.00252,0.3578,0.19,0.0,7.61
13,0.81,0.88,0.52,446,1.43,1,0.00182,0.5664,0.36,0.0769,8.91
11,0.5,0.65,0.86,152,1.0,1,0.00329,0.5,0.21,0.0909,8.42
11,0.64,0.92,0.82,588,1.0,1,0.00109,0.64,0.1,0.0909,9.36
16,0.64,0.88,0.38,213,1.79,0,0.003,0.3575,0.5,0.0,9.31
11,0.86,0.44,0.6,464,1.45,0,0.00185,0.5931,0.16,0.0,8.77
19,0.69,0.57,0.86,899,2.52,0,0.00077,0.2738,0.29,0.0,9.0
15,0.55,0.53,0.43,208,1.0,0,0.00264,0.55,0.1,0.0,8.74
16,0.79,0.64,0.84,948,1.28,1,0.00083,0.6172,0.2,0.0625,9.97
11,0.58,0.67,0.68,326,1.0,0,0.00178,0.58,0.01,0.0,9.43
16,0.67,0.68,0.9,481,1.14,0,0.00139,0.5877,0.22,0.0,8.86
8,0.62,0.78,0.7,899,1.0,2,0.00069,0.62,0.08,0.25,9.02
4,0.64,0.83,0.59,677,1.23,0,0.00095,0.5203,0.24,0.0,9.04
8,0.79,0.77,0.75,531,1.46,0,0.00149,0.5411,0.02,0.0,8.93
4,0.85,0.58,0.7,952,1.4,0,0.00089,0.6071,0.12,0.0,8.34
3,0.57,0.56,0.58,606,3.0,0,0.00094,0.19,0.02,0.0,6.61
3,0.76,0.65,1.0,690,2.78,1,0.0011,0.2734,0.35,0.3333,7.31
18,0.63,0.7,0.55,585,1.0,1,0.00108,0.63,0.15,0.0556,9.64
19,0.63,0.63,0.36,562,1.0,3,0.00112,0.63,0.27,0.1579,7.81
19,0.75,0.49,0.94,73,1.43,1,0.01027,0.5245,0.45,0.0526,9.23
5,0.6,0.73,0.61,837,1.76,1,0.00072,0.3409,0.12,0.2,8.35
18,0.75,0.6,0.66,711,1.0,2,0.00105,0.75,0.06,0.1111,9.28
10,0.77,0.6,0.65,865,1.0,1,0.00089,0.77,0.05,0.1,9.7
6,0.66,0.64,0.61,423,2.61,0,0.00156,0.2529,0.03,0.0,7.82
1,0.83,0.62,0.59,178,1.32,1,0.00466,0.6288,0.03,1.0,7.38
5,0.57,0.61,0.55,297,1.96,1,0.00192,0.2908,0.06,0.2,7.55
9,0.83,0.5,0.71,605,1.0,1,0.00137,0.83,0.21,0.1111,9.07
12,0.51,0.64,0.64,228,1.46,1,0.00224,0.3493,0.0,0.0833,8.21
14,0.97,0.73,0.81,581,1.26,2,0.00167,0.7698,0.08,0.1429,10.0
2,0.66,0.68,0.77,693,1.03,0,0.00095,0.6408,0.09,0.0,8.83
17,0.58,0.76,0.56,972,2.31,2,0.0006,0.2511,0.2,0.1176,8.45
14,0.68,0.56,0.72,716,1.0,2,0.00095,0.68,0.16,0.1429,9.5
13,0.6,0.5,0.64,794,1.71,0,0.00076,0.3509,0.14,0.0,8.71
9,0.74,0.62,0.55,942,1.25,0,0.00079,0.592,0.07,0.0,8.39
15,0.84,0.58,0.8,828,1.79,2,0.00101,0.4693,0.22,0.1333,8.81
15,0.6,0.59,0.68,839,1.26,1,0.00072,0.4762,0.09,0.0667,10.0
11,0.76,0.68,0.64,930,2.11,1,0.00082,0.3602,0.04,0.0909,8.8
16,0.55,0.59,0.57,575,1.0,0,0.00096,0.55,0.02,0.0,10.0
17,0.8,0.5,0.55,997,2.31,0,0.0008,0.3463,0.05,0.0,9.53
4,0.74,0.58,1.0,456,1.48,0,0.00162,0.5,0.42,0.0,8.75
1,0.81,0.69,0.75,925,1.0,0,0.00088,0.81,0.06,0.0,9.11
8,0.69,0.73,0.54,165,1.98,0,0.00418,0.3485,0.19,0.0,8.25
17,0.66,0.73,0.74,144,1.36,1,0.00458,0.4853,0.01,0.0588,8.93
3,0.78,0.7,0.86,273,1.0,1,0.00286,0.78,0.16,0.3333,8.94
20,0.57,0.63,0.73,180,1.73,0,0.00317,0.3295,0.1,0.0,10.0
15,0.53,0.7,0.91,191,2.2,0,0.00277,0.2409,0.21,0.0,8.7
15,0.7,0.64,0.47,909,2.4,0,0.00077,0.2917,0.17,0.0,8.66
14,0.66,0.66,0.4,256,1.24,1,0.00258,0.5323,0.26,0.0714,9.0
14,0.76,0.54,0.74,78,1.6,3,0.00974,0.475,0.2,0.2143,8.04
2,0.81,0.66,0.74,701,1.54,1,0.00116,0.526,0.08,0.5,8.04
13,0.75,0.7,0.2,71,2.54,1,0.01056,0.2953,0.5,0.0769,7.11
14,0.8,0.69,0.61,140,1.0,0,0.00571,0.8,0.08,0.0,9.71
19,0.73,0.5,0.55,389,1.17,1,0.00188,0.6239,0.05,0.0526,9.0
7,0.75,0.66,0.49,925,1.0,1,0.00081,0.75,0.17,0.1429,8.26
3,0.69,0.48,0.55,833,1.0,1,0.00083,0.69,0.07,0.3333,8.5
15,0.75,0.67,0.79,451,1.67,1,0.00166,0.4491,0.12,0.0667,8.98
14,0.72,0.57,0.55,696,2.62,1,0.00103,0.2748,0.02,0.0714,8.17
11,0.73,0.85,0.55,366,1.36,2,0.00199,0.5368,0.3,0.1818,8.43
15,0.68,0.66,0.46,326,1.0,2,0.00209,0.68,0.2,0.1333,9.34
13,0.78,0.75,0.89,506,1.63,1,0.00154,0.4785,0.14,0.0769,10.0
18,0.63,0.9,0.77,500,1.91,2,0.00126,0.3298,0.13,0.1111,9.54
6,0.7,0.55,0.33,954,1.39,0,0.00073,0.5036,0.22,0.0,8.02
3,0.83,0.7,0.55,711,2.48,1,0.00117,0.3347,0.15,0.3333,7.38
19,0.61,0.51,0.78,900,1.0,1,0.00068,0.61,0.27,0.0526,9.1
15,0.48,0.69,0.89,61,1.3,1,0.00787,0.3692,0.2,0.0667,9.83
5,0.74,0.86,0.83,579,1.71,2,0.00128,0.4327,0.03,0.4,8.08
10,0.67,0.57,0.65,821,1.78,1,0.00082,0.3764,0.08,0.1,8.5
7,0.8,0.54,0.41,710,1.53,0,0.00113,0.5229,0.13,0.0,8.72
17,0.69,0.64,0.83,695,1.0,0,0.00099,0.69,0.19,0.0,10.0
7,0.64,0.9,0.66,368,3.14,1,0.00174,0.2038,0.24,0.1429,7.88
12,0.69,0.74,0.71,799,1.33,0,0.00086,0.5188,0.03,0.0,9.79
17,0.81,0.54,0.67,581,1.58,1,0.00139,0.5127,0.13,0.0588,10.0
13,0.76,0.82,0.5,528,1.93,1,0.00144,0.3938,0.32,0.0769,8.47
20,0.46,0.45,0.75,271,1.05,0,0.0017,0.4381,0.3,0.0,8.85
4,0.72,0.91,0.73,171,1.54,1,0.00421,0.4675,0.18,0.25,8.29
10,0.72,0.75,0.64,67,1.03,3,0.01075,0.699,0.11,0.3,8.69
3,0.7,0.86,0.77,863,1.79,3,0.00081,0.3911,0.09,1.0,7.63
9,0.64,0.45,0.49,536,1.31,0,0.00119,0.4885,0.04,0.0,8.14
13,0.82,0.67,0.66,933,1.69,0,0.00088,0.4852,0.01,0.0,8.71
18,0.82,0.63,0.7,519,1.0,1,0.00158,0.82,0.07,0.0556,10.0
15,0.48,0.53,0.44,312,1.0,0,0.00154,0.48,0.09,0.0,9.53
4,0.62,0.49,0.69,585,1.0,1,0.00106,0.62,0.2,0.25,8.17
15,0.69,0.71,0.81,811,1.0,2,0.00085,0.69,0.1,0.1333,9.8
2,0.79,0.72,0.65,497,1.0,1,0.00159,0.79,0.07,0.5,8.85
15,0.7,0.81,0.69,813,1.29,3,0.00086,0.5426,0.12,0.2,9.13
8,0.63,0.59,0.78,913,1.13,1,0.00069,0.5575,0.19,0.125,8.95
8,0.77,0.63,0.64,720,1.61,1,0.00107,0.4783,0.01,0.125,8.67
17,0.68,0.48,0.66,295,1.53,2,0.00231,0.4444,0.18,0.1176,8.53
12,0.69,0.83,0.52,365,2.38,1,0.00189,0.2899,0.31,0.0833,7.84
19,0.7,0.66,0.7,537,3.32,0,0.0013,0.2108,0.04,0.0,8.73
10,0.76,0.74,0.65,738,2.3,1,0.00103,0.3304,0.09,0.1,8.49
9,0.67,0.74,0.77,79,1.18,0,0.00848,0.5678,0.03,0.0,9.22
5,0.77,0.83,0.78,275,1.15,1,0.0028,0.6696,0.05,0.2,9.21
6,0.69,0.55,0.82,914,2.11,0,0.00075,0.327,0.27,0.0,8.26
20,0.59,0.73,0.62,194,1.0,0,0.00304,0.59,0.11,0.0,10.0
2,0.7,0.65,0.37,964,1.28,0,0.00073,0.5469,0.28,0.0,8.27
13,0.6,0.9,0.81,188,1.33,3,0.00319,0.4511,0.09,0.2308,8.84
6,0.7,0.55,0.76,469,1.91,0,0.00149,0.3665,0.21,0.0,7.65
5,0.78,0.79,0.6,481,1.93,2,0.00162,0.4041,0.19,0.4,7.65
1,0.59,0.69,0.78,353,1.0,3,0.00167,0.59,0.09,3.0,7.52
6,0.74,0.69,0.48,305,1.21,0,0.00243,0.6116,0.21,0.0,7.86
6,0.62,0.66,0.85,760,1.81,0,0.00082,0.3425,0.19,0.0,8.92
16,0.72,0.81,0.65,615,1.0,1,0.00117,0.72,0.16,0.0625,9.97
4,0.79,0.68,0.58,145,2.34,1,0.00545,0.3376,0.1,0.25,7.76
11,0.49,0.47,0.61,615,1.93,1,0.0008,0.2539,0.14,0.0909,8.1
9,0.59,0.8,0.67,901,1.62,3,0.00065,0.3642,0.13,0.3333,7.54
3,0.66,0.77,0.7,434,1.77,0,0.00152,0.3729,0.07,0.0,8.43
19,0.73,0.72,0.71,505,1.17,0,0.00145,0.6239,0.01,0.0,10.0
8,0.68,0.51,0.64,437,1.06,0,0.00156,0.6415,0.13,0.0,8.72
5,0.7,0.53,0.73,449,1.2,0,0.00156,0.5833,0.2,0.0,8.23
4,0.9,0.42,0.7,716,1.85,0,0.00126,0.4865,0.28,0.0,8.84
6,0.58,0.71,0.6,110,1.64,2,0.00527,0.3537,0.11,0.3333,7.37
2,0.81,0.49,0.58,301,1.2,2,0.00269,0.675,0.09,1.0,7.99
20,0.67,0.44,0.79,353,2.02,2,0.0019,0.3317,0.35,0.1,7.88
11,0.75,0.8,0.78,979,1.38,1,0.00077,0.5435,0.02,0.0909,9.87
4,0.91,0.74,0.71,622,1.01,1,0.00146,0.901,0.03,0.25,9.71
15,0.77,0.61,0.84,325,1.68,2,0.00237,0.4583,0.23,0.1333,9.04
6,0.74,0.63,0.41,179,1.0,0,0.00413,0.74,0.22,0.0,8.51
17,0.86,0.36,0.62,771,1.0,2,0.00112,0.86,0.26,0.1176,9.48
6,0.81,0.76,0.53,976,1.5,1,0.00083,0.54,0.23,0.1667,9.31
19,0.62,0.57,1.0,307,1.04,3,0.00202,0.5962,0.43,0.1579,8.59
2,0.73,0.69,0.81,129,1.32,1,0.00566,0.553,0.12,0.5,8.63
15,0.53,0.35,0.69,912,1.0,1,0.00058,0.53,0.34,0.0667,8.18
11,0.65,0.77,0.82,116,2.35,0,0.0056,0.2766,0.05,0.0,8.79
8,0.73,0.56,0.87,441,1.04,2,0.00166,0.7019,0.31,0.25,8.56
19,0.64,0.48,0.87,98,1.2,1,0.00653,0.5333,0.39,0.0526,9.33
13,0.73,0.61,0.84,860,1.76,0,0.00085,0.4148,0.23,0.0,9.24
12,0.7,0.58,0.66,502,1.0,1,0.00139,0.7,0.08,0.0833,8.72
5,0.75,0.78,0.62,77,1.0,0,0.00974,0.75,0.16,0.0,9.52
6,0.66,0.6,0.56,791,1.77,1,0.00083,0.3729,0.04,0.1667,7.03
4,0.61,0.81,0.78,884,1.19,2,0.00069,0.5126,0.03,0.5,8.42
19,0.85,0.69,0.68,815,1.0,0,0.00104,0.85,0.01,0.0,10.0
20,0.65,0.76,0.64,411,1.92,1,0.00158,0.3385,0.12,0.05,8.87
1,0.77,0.65,0.63,875,1.0,0,0.00088,0.77,0.02,0.0,8.74
20,0.84,0.8,0.92,357,1.31,1,0.00235,0.6412,0.12,0.05,10.0
17,0.72,0.51,0.84,342,1.0,1,0.00211,0.72,0.33,0.0588,9.76
12,0.61,0.66,0.97,645,1.71,0,0.00095,0.3567,0.31,0.0,8.54
15,0.68,0.6,0.78,169,2.43,0,0.00402,0.2798,0.18,0.0,9.02
1,0.8,0.82,0.71,239,1.0,3,0.00335,0.8,0.11,3.0,7.8
14,0.72,0.83,0.7,997,1.58,0,0.00072,0.4557,0.13,0.0,9.45
6,0.58,0.65,0.55,603,2.1,0,0.00096,0.2762,0.1,0.0,7.79
5,0.76,0.5,0.51,805,1.2,1,0.00094,0.6333,0.01,0.2,7.83
11,0.78,0.7,0.78,853,1.0,1,0.00091,0.78,0.08,0.0909,9.63
4,0.66,0.45,0.56,84,1.79,1,0.00786,0.3687,0.11,0.25,6.66
13,0.76,0.85,0.73,902,2.2,1,0.00084,0.3455,0.12,0.0769,9.25
11,0.72,0.59,0.87,850,2.12,1,0.00085,0.3396,0.28,0.0909,9.18
3,0.68,0.65,0.6,797,1.76,1,0.00085,0.3864,0.05,0.3333,8.75
1,0.57,0.57,1.0,116,1.57,1,0.00491,0.3631,0.43,1.0,7.58
6,0.81,0.54,0.55,239,1.0,3,0.00339,0.81,0.01,0.5,8.41
18,0.78,0.74,0.85,291,2.11,1,0.00268,0.3697,0.11,0.0556,8.91
10,0.76,0.63,0.76,953,2.07,1,0.0008,0.3671,0.13,0.1,9.09
5,0.85,0.66,0.88,402,1.0,0,0.00211,0.85,0.22,0.0,9.87
10,0.79,0.53,0.53,536,1.76,0,0.00147,0.4489,0.0,0.0,8.46
12,0.77,0.75,1.0,858,1.96,0,0.0009,0.3929,0.25,0.0,10.0
2,0.48,0.76,0.67,635,2.12,0,0.00076,0.2264,0.09,0.0,7.27
13,0.82,0.62,0.8,514,1.45,3,0.0016,0.5655,0.18,0.2308,8.61
8,0.71,0.8,0.92,291,1.0,0,0.00244,0.71,0.12,0.0,9.99
2,0.73,0.64,0.61,348,1.15,2,0.0021,0.6348,0.03,1.0,7.42
20,0.73,0.74,0.82,272,1.0,2,0.00268,0.73,0.08,0.1,10.0
1,0.78,0.46,0.58,317,1.46,1,0.00246,0.5342,0.12,1.0,7.12
5,0.81,0.69,0.91,589,1.33,0,0.00138,0.609,0.22,0.0,8.79
9,0.76,0.62,0.59,746,3.0,1,0.00102,0.2533,0.03,0.1111,7.26
17,0.75,0.67,0.71,988,2.13,2,0.00076,0.3521,0.04,0.1176,9.17
9,0.72,0.66,0.75,288,2.18,0,0.0025,0.3303,0.09,0.0,8.33
11,0.36,0.67,0.82,285,1.83,2,0.00126,0.1967,0.15,0.1818,7.07
15,0.67,0.72,1.0,655,1.24,1,0.00102,0.5403,0.28,0.0667,9.52
6,0.61,0.58,0.63,862,1.31,2,0.00071,0.4656,0.05,0.3333,7.71
3,0.82,0.72,0.87,494,1.37,2,0.00166,0.5985,0.15,0.6667,7.96
17,0.76,0.8,1.0,941,1.63,0,0.00081,0.4663,0.2,0.0,9.9
5,0.65,0.48,0.72,817,1.77,1,0.0008,0.3672,0.24,0.2,8.41
12,0.66,0.56,0.62,461,1.5,0,0.00143,0.44,0.06,0.0,8.51
18,0.66,0.56,0.44,681,1.3,1,0.00097,0.5077,0.12,0.0556,8.87
14,0.66,0.52,0.98,825,1.08,1,0.0008,0.6111,0.46,0.0714,9.2
11,0.56,0.59,0.66,147,1.0,1,0.00381,0.56,0.07,0.0909,8.53
9,0.53,0.77,0.55,643,2.4,0,0.00082,0.2208,0.22,0.0,8.03
2,0.7,0.82,0.5,952,3.04,0,0.00074,0.2303,0.32,0.0,7.43
12,0.81,0.66,0.55,601,2.34,2,0.00135,0.3462,0.11,0.1667,7.95
3,0.65,0.61,0.84,743,1.0,3,0.00087,0.65,0.23,1.0,7.26
3,0.73,0.75,0.86,368,2.05,1,0.00198,0.3561,0.11,0.3333,8.58
1,0.77,0.37,0.8,965,2.22,2,0.0008,0.3468,0.43,2.0,6.67
8,0.6,0.52,0.72,402,1.22,0,0.00149,0.4918,0.2,0.0,9.22
8,0.7,0.37,0.51,495,1.84,0,0.00141,0.3804,0.14,0.0,6.92
11,0.63,0.52,0.59,236,1.18,2,0.00267,0.5339,0.07,0.1818,8.3
9,0.86,0.56,0.53,198,2.57,1,0.00434,0.3346,0.03,0.1111,8.69
5,0.86,0.83,0.79,253,1.76,0,0.0034,0.4886,0.04,0.0,9.0
14,0.6,0.32,0.54,245,1.0,1,0.00245,0.6,0.22,0.0714,8.35
3,0.74,0.6,0.59,277,1.97,0,0.00267,0.3756,0.01,0.0,7.99
5,0.81,0.72,0.67,223,2.24,2,0.00363,0.3616,0.05,0.4,7.52
5,0.78,0.7,0.45,220,1.64,2,0.00355,0.4756,0.25,0.4,7.47
19,0.71,0.83,0.71,584,1.84,1,0.00122,0.3859,0.12,0.0526,9.51
14,0.83,0.67,0.68,867,1.45,1,0.00096,0.5724,0.01,0.0714,9.26
4,0.61,0.69,0.88,660,1.0,1,0.00092,0.61,0.19,0.25,9.04
13,0.67,0.43,0.58,895,1.39,1,0.00075,0.482,0.15,0.0769,8.64
10,0.61,0.53,0.51,101,1.87,1,0.00604,0.3262,0.02,0.1,7.89
18,0.78,0.44,0.64,974,1.41,0,0.0008,0.5532,0.2,0.0,9.92
8,0.64,0.72,0.54,269,2.06,1,0.00238,0.3107,0.18,0.125,7.67
8,0.68,0.69,0.71,800,1.23,0,0.00085,0.5528,0.02,0.0,8.77
7,0.76,0.69,0.42,921,1.27,2,0.00083,0.5984,0.27,0.2857,7.73
8,0.77,0.54,0.61,334,2.08,0,0.00231,0.3702,0.07,0.0,8.28
14,0.61,0.53,0.56,338,1.66,1,0.0018,0.3675,0.03,0.0714,7.98
19,0.81,0.68,0.79,310,1.21,0,0.00261,0.6694,0.11,0.0,10.0
6,0.75,0.57,0.58,369,2.22,1,0.00203,0.3378,0.01,0.1667,7.47
1,0.59,0.53,0.44,779,1.02,0,0.00076,0.5784,0.09,0.0,8.48
15,0.57,0.59,0.67,892,1.0,0,0.00064,0.57,0.08,0.0,8.33
1,0.7,0.57,0.75,199,1.0,0,0.00352,0.7,0.18,0.0,8.36
17,0.79,0.55,0.66,851,1.11,0,0.00093,0.7117,0.11,0.0,10.0
1,0.79,0.5,0.61,605,2.42,1,0.00131,0.3264,0.11,1.0,7.08
15,0.74,0.7,0.6,880,1.0,0,0.00084,0.74,0.1,0.0,10.0
2,0.7,0.84,0.72,963,1.0,0,0.00073,0.7,0.12,0.0,8.97
14,0.75,0.65,0.57,589,1.81,2,0.00127,0.4144,0.08,0.1429,8.24
8,0.61,0.68,0.65,116,1.0,1,0.00526,0.61,0.03,0.125,7.79
8,0.87,0.71,0.81,171,1.14,0,0.00509,0.7632,0.1,0.0,9.88
19,0.87,0.69,0.5,64,2.3,0,0.01359,0.3783,0.19,0.0,9.15
7,0.74,0.55,0.69,469,2.93,1,0.00158,0.2526,0.14,0.1429,7.07
19,0.72,0.86,0.43,473,1.7,1,0.00152,0.4235,0.43,0.0526,9.01
6,0.66,0.56,0.73,241,1.0,1,0.00274,0.66,0.17,0.1667,9.18
6,0.75,0.73,0.55,72,1.0,0,0.01042,0.75,0.18,0.0,9.97
3,0.63,0.71,0.85,398,1.6,2,0.00158,0.3938,0.14,0.6667,7.82
7,0.48,0.41,0.48,856,1.7,1,0.00056,0.2824,0.07,0.1429,6.84
19,0.43,0.61,0.77,318,2.8,0,0.00135,0.1536,0.16,0.0,7.99
8,0.62,0.66,0.88,149,2.18,0,0.00416,0.2844,0.22,0.0,8.54
10,0.72,0.67,0.55,675,1.56,0,0.00107,0.4615,0.12,0.0,9.5
20,0.73,0.69,0.57,950,1.27,0,0.00077,0.5748,0.12,0.0,10.0
15,0.65,0.74,0.56,757,3.61,0,0.00086,0.1801,0.18,0.0,7.03
15,0.71,0.65,0.63,309,1.94,1,0.0023,0.366,0.02,0.0667,9.12
1,0.67,0.69,0.78,314,1.03,1,0.00213,0.6505,0.09,1.0,8.69
20,0.6,0.64,0.61,647,1.34,1,0.00093,0.4478,0.03,0.05,8.81
7,0.69,0.53,0.53,957,1.0,0,0.00072,0.69,0.0,0.0,8.79
4,0.78,0.65,0.4,167,1.0,0,0.00467,0.78,0.25,0.0,8.69
6,0.6,0.74,0.94,727,1.72,2,0.00083,0.3488,0.2,0.3333,7.99
1,0.6,0.78,0.95,653,2.75,0,0.00092,0.2182,0.17,0.0,7.28
5,0.59,0.71,0.78,648,1.0,1,0.00091,0.59,0.07,0.2,8.95
1,0.51,0.81,0.58,544,1.54,1,0.00094,0.3312,0.23,1.0,7.1
4,0.65,0.7,0.81,317,1.01,0,0.00205,0.6436,0.11,0.0,8.31
2,0.77,0.75,0.84,698,1.87,1,0.0011,0.4118,0.09,0.5,7.35
10,0.72,0.76,0.66,962,1.38,0,0.00075,0.5217,0.1,0.0,9.74
5,0.68,0.62,0.71,341,1.0,1,0.00199,0.68,0.09,0.2,8.79
10,0.71,0.74,0.88,147,1.0,1,0.00483,0.71,0.14,0.1,9.57
1,0.65,0.54,0.45,263,1.0,2,0.00247,0.65,0.09,2.0,7.07
6,0.51,0.69,0.85,75,2.44,1,0.0068,0.209,0.16,0.1667,7.27
13,0.78,0.72,0.65,210,2.41,2,0.00371,0.3237,0.07,0.1538,7.9
15,0.81,0.78,0.53,995,1.28,1,0.00081,0.6328,0.25,0.0667,9.33
4,0.63,0.75,0.55,313,2.36,1,0.00201,0.2669,0.2,0.25,6.38
13,0.68,0.78,0.57,247,1.38,5,0.00275,0.4928,0.21,0.3846,7.47
20,0.68,0.64,0.52,388,1.27,1,0.00175,0.5354,0.12,0.05,9.4
15,0.74,0.61,0.97,603,1.54,1,0.00123,0.4805,0.36,0.0667,9.69
8,0.87,0.62,0.77,842,1.7,3,0.00103,0.5118,0.15,0.375,8.18
5,0.82,0.68,0.86,456,1.11,0,0.0018,0.7387,0.18,0.0,9.7
15,0.66,0.43,0.78,576,1.52,1,0.00115,0.4342,0.35,0.0667,9.25
4,0.75,0.81,0.71,518,2.05,1,0.00145,0.3659,0.1,0.25,8.51
12,0.83,0.66,0.71,389,1.59,1,0.00213,0.522,0.05,0.0833,9.4
13,0.74,0.6,0.64,879,1.53,2,0.00084,0.4837,0.04,0.1538,8.64
2,0.7,0.35,0.65,904,1.85,0,0.00077,0.3784,0.3,0.0,6.91
19,0.74,0.65,0.49,228,1.97,0,0.00325,0.3756,0.16,0.0,9.61
19,0.63,0.63,0.86,752,1.46,1,0.00084,0.4315,0.23,0.0526,10.0
4,0.64,0.54,0.43,425,1.17,2,0.00151,0.547,0.11,0.5,7.46
4,0.59,0.57,0.54,237,1.63,1,0.00249,0.362,0.03,0.25,8.17
